EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
0.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,4.0,5.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,5.0,0.0,4648.0,3857.0,5009.0,3204.0,4775.0,8564.0,3744.0,3789.0,4600.0,4122.0,4604.0,6178.0,6928.0,3428.0,4849.0,5568.0,4314.0,5676.0,8515.0,24142.0,7372.0,9311.0,6113.0,4234.0,8904.0,3793.0,4609.0,9997.0,8226.0,5999.0,10127.0,4153.0,4640.0,7692.0,8168.0,3680.0,4522.0,3778.0,6846.0,4674.0,4200.0,3051.0,3402.0,2367.0,4122.0,3726.0,3092.0,5164.0,2480.0,2016-03-03 14:41:41,768.0,1024.0,6.0,283.0,19,1,DE,48.6,12.05
3.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,152414.0,2149.0,2230.0,2166.0,3549.0,2366.0,3216.0,1668.0,3950.0,2481.0,1780.0,1235.0,1535.0,1831.0,1566.0,2714.0,2165.0,1627.0,819.0,1836.0,2699.0,3533.0,2516.0,2549.0,2897.0,1498.0,2448.0,4313.0,2515.0,2331.0,1585.0,3499.0,1418.0,1914.0,1366.0,2871.0,1002.0,2355.0,2530.0,1866.0,1401.0,5981.0,1215.0,2589.0,2084.0,3183.0,2432.0,2533.0,2869.0,867.0,2016-03-03 14:41:42,1680.0,1050.0,5.0,266.0,12,1,US,33.9816,-118.0661
1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,4.0,35056.0,38081.0,5277.0,6727.0,4401.0,5524.0,10927.0,11969.0,6855.0,5459.0,15842.0,5672.0,5151.0,3960.0,6468.0,5072.0,7100.0,8091.0,3754.0,10059.0,21030.0,15484.0,4176.0,12555.0,6998.0,6478.0,4554.0,9193.0,6626.0,7144.0,6087.0,7745.0,5431.0,6403.0,3908.0,5835.0,4932.0,6175.0,3956.0,7025.0,6791.0,8891.0,18285.0,6355.0,10003.0,3948.0,26675.0,8252.0,7617.0,5130.0,2016-03-03 14:43:30,360.0,640.0,58.0,467.0,14,1,GB,51.3667,-0.4833
4.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4894.0,1889.0,2911.0,2182.0,4576.0,9964.0,5633.0,3879.0,2221.0,4833.0,2264.0,2720.0,759.0,4040.0,2657.0,2352.0,3888.0,2343.0,1653.0,1400.0,2161.0,2242.0,5352.0,2400.0,687.0,1344.0,3559.0,2145.0,2016.0,3343.0,2200.0,5822.0,2729.0,2298.0,2479.0,2904.0,1080.0,3464.0,1967.0,2816.0,2006.0,5033.0,1209.0,5760.0,1697.0,1776.0,2048.0,3489.0,3504.0,1601.0,2016-03-03 14:43:31,1280.0,800.0,24.0,150.0,12,1,US,38.0,-97.0
4.0,1.0,4.0,1.0,5.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,4.0,11611.0,4186.0,7087.0,3652.0,6520.0,2952.0,4772.0,3138.0,5251.0,4101.0,5469.0,5436.0,5684.0,10272.0,2416.0,2836.0,4301.0,3235.0,2231.0,2668.0,4430.0,2635.0,3036.0,6485.0,2717.0,1633.0,5902.0,3751.0,5621.0,2787.0,3436.0,9338.0,1852.0,3520.0,3974.0,6921.0,4885.0,2552.0,2786.0,2615.0,3218.0,5402.0,4536.0,7687.0,1665.0,2517.0,2498.0,3937.0,3336.0,3019.0,2016-03-03 14:43:47,375.0,667.0,7.0,218.0,10,1,US,38.0,-97.0
2.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,18440.0,4524.0,6428.0,10952.0,4648.0,7039.0,6724.0,5039.0,5897.0,20873.0,7863.0,6727.0,5959.0,10609.0,5055.0,12573.0,16365.0,4290.0,3728.0,4915.0,4992.0,5710.0,4493.0,3666.0,6646.0,9984.0,4368.0,4196.0,2547.0,4586.0,7362.0,11248.0,9750.0,4259.0,6505.0,15351.0,14652.0,3167.0,5351.0,4196.0,24367.0,4851.0,2979.0,17051.0,9407.0,9641.0,3713.0,4368.0,5180.0,7191.0,2016-03-03 14:45:17,1600.0,900.0,17.0,402.0,21,1,US,34.281,-118.5577
1.0,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,2.0,5.0,3.0,4.0,2.0,3713.0,2848.0,4799.0,4880.0,3624.0,3169.0,3832.0,4155.0,3985.0,4144.0,3065.0,2656.0,2591.0,7028.0,4345.0,2825.0,2481.0,3809.0,2026.0,2816.0,4978.0,2647.0,2728.0,3383.0,4447.0,4815.0,4032.0,2023.0,5424.0,2089.0,2192.0,4376.0,2424.0,2016.0,2576.0,3359.0,4839.0,33503.0,4632.0,30599.0,2848.0,3321.0,3297.0,3568.0,1719.0,3936.0,3120.0,1735.0,685240.0,1544.0,2016-03-03 14:45:33,1920.0,1080.0,53.0,911.0,16,1,US,39.7596,-121.6219
1.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,1.0,4.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,2.0,2.0,4.0,3.0,5.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,27361.0,2875.0,5807.0,4220.0,3953.0,75494.0,4090.0,7205.0,3133.0,6933.0,7024.0,4850.0,1313.0,5450.0,2736.0,47465.0,2933.0,2196.0,2370.0,12486.0,7589.0,2764.0,3829.0,3243.0,45358.0,35549.0,4363.0,4834.0,3767.0,4523.0,8236.0,52137.0,3864.0,2603.0,3077.0,2280.0,2347.0,2643.0,3399.0,6600.0,2591.0,11996.0,5150.0,3590.0,3723.0,2559.0,2434.0,4764.0,2157.0,1380.0,2016-03-03 14:46:12,1280.0,800.0,14.0,475.0,10,1,CA,45.9535,-66.6704
3.0,1.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4472.0,4729.0,6902.0,3582.0,2458.0,2714.0,6580.0,5660.0,4164.0,3482.0,2985.0,4265.0,2690.0,3930.0,5188.0,2800.0,2924.0,4536.0,4962.0,2024.0,4449.0,2558.0,2930.0,2660.0,5202.0,4746.0,5590.0,5614.0,4506.0,3550.0,2566.0,4590.0,5450.0,3908.0,5226.0,8056.0,8622.0,4984.0,3396.0,7040.0,3901.0,3813.0,3396.0,6196.0,2946.0,4514.0,3830.0,2024.0,4162.0,3838.0,2016-03-03 14:46:34,1366.0,768.0,178.0,217.0,22,2,US,38.0,-97.0
2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1129.0,653.0,3369.0,4233.0,2679.0,4069.0,4086.0,4384.0,3813.0,4552.0,4585.0,4256.0,3682.0,3102.0,3951.0,5534.0,3969.0,2556.0,3483.0,2804.0,6993.0,2967.0,3800.0,3002.0,3337.0,3332.0,5869.0,6099.0,2875.0,4216.0,9845.0,7234.0,2751.0,3565.0,4282.0,5030.0,3433.0,3219.0,3581.0,4663.0,5913.0,4128.0,3434.0,3201.0,2849.0,3500.0,3515.0,3077.0,3500.0,4367.0,2016-03-03 14:47:36,320.0,568.0,6.0,205.0,22,3,US,38.751,-77.4753
3.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,16616.0,1049.0,9415.0,7420.0,9385.0,5513.0,883.0,3878.0,4813.0,4700.0,4166.0,31312.0,1597.0,3632.0,8815.0,2741.0,3265.0,17138.0,2253.0,1946.0,22363.0,7966.0,967.0,866.0,3366.0,6603.0,6131.0,17456.0,4637.0,13823.0,1883.0,5958.0,9769.0,17536.0,12366.0,14649.0,6102.0,2646.0,2579.0,3700.0,12569.0,4798.0,6731.0,12617.0,4367.0,2894.0,3571.0,2681.0,4166.0,2571.0,2016-03-03 14:47:38,320.0,568.0,12.0,360.0,17,1,US,34.4412,-119.6186
1.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,1.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,5.0,2.0,4281.0,2317.0,1762.0,1802.0,1516.0,1500.0,2584.0,1734.0,3101.0,1551.0,832.0,1569.0,1482.0,1201.0,1349.0,1481.0,1434.0,951.0,1349.0,2770.0,4941.0,1767.0,1400.0,1369.0,3002.0,1317.0,1767.0,1283.0,1033.0,1266.0,1418.0,2433.0,1418.0,2531.0,966.0,1553.0,1583.0,2100.0,1502.0,2517.0,1184.0,1904.0,1300.0,2198.0,1501.0,1533.0,1600.0,1316.0,1550.0,2546.0,2016-03-03 14:47:51,414.0,736.0,11.0,91.0,7,1,US,38.0,-97.0
3.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,10298.0,3952.0,2427.0,2907.0,1811.0,5875.0,4421.0,9067.0,2269.0,2070.0,3163.0,2903.0,2703.0,1317.0,3852.0,3844.0,2323.0,1850.0,1840.0,1879.0,15269.0,7685.0,2032.0,1849.0,2202.0,2066.0,2123.0,2209.0,2415.0,1781.0,2160.0,3737.0,5671.0,1665.0,5321.0,2397.0,1596.0,1884.0,1920.0,2693.0,2764.0,3142.0,2303.0,2541.0,1637.0,2516.0,2757.0,2054.0,4964.0,2205.0,2016-03-03 14:49:25,768.0,1024.0,5.0,172.0,8,2,GB,52.7651,-0.9491
1.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,5.0,4.0,4.0,3.0,5.0,2.0,5.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,2.0,3.0,1.0,3.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,4.0,5.0,2278.0,2871.0,3336.0,1317.0,2811.0,1378.0,1927.0,2233.0,4645.0,2131.0,1480.0,2080.0,1644.0,1642.0,2322.0,3367.0,1735.0,1772.0,2368.0,2870.0,3068.0,1826.0,2262.0,1958.0,3346.0,2110.0,2735.0,2972.0,2494.0,1754.0,2719.0,2069.0,1500.0,2859.0,2408.0,4311.0,1530.0,2311.0,1740.0,2718.0,2433.0,2890.0,1583.0,1927.0,1816.0,1793.0,1986.0,1697.0,3751.0,1297.0,2016-03-03 14:50:38,1600.0,900.0,6.0,118.0,9,1,US,32.3464,-99.8396
4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,0.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5320.0,2124.0,3839.0,2321.0,1879.0,2939.0,4024.0,4490.0,3478.0,5306.0,4518.0,4344.0,2914.0,1651.0,2126.0,3113.0,3949.0,3099.0,3989.0,2262.0,5926.0,3396.0,2123.0,2095.0,5658.0,6341.0,2026.0,8914.0,6082.0,2014.0,1653.0,2877.0,4742.0,2533.0,6357.0,2394.0,3780.0,2196.0,0.0,5012.0,2548.0,2716.0,3646.0,3597.0,4481.0,2140.0,4232.0,1932.0,2680.0,1382.0,2016-03-03 14:51:56,1366.0,768.0,14.0,177.0,7,1,GB,51.5,-0.13
1.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,14215.0,7046.0,5641.0,10512.0,4089.0,7570.0,4487.0,5512.0,12177.0,5594.0,3940.0,3367.0,10687.0,5678.0,4896.0,9429.0,3753.0,5395.0,2781.0,3199.0,56729.0,4524.0,3586.0,6390.0,8625.0,7374.0,7672.0,6449.0,2932.0,9749.0,8588.0,7319.0,6063.0,9926.0,17369.0,7048.0,10988.0,7167.0,3131.0,3031.0,19383.0,8830.0,4457.0,89179.0,6276.0,5095.0,12023.0,3700.0,3000.0,11607.0,2016-03-03 14:52:04,1366.0,768.0,107.0,490.0,14,1,GB,51.5,-0.13
5.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,0.0,4.0,1.0,5.0,1.0,4.0,2.0,3.0,4.0,83349.0,2847.0,4917.0,3017.0,4299.0,801.0,2982.0,3321.0,817.0,1204.0,3046.0,6566.0,1600.0,4384.0,5553.0,2884.0,1631.0,1933.0,1128.0,1668.0,5213.0,2499.0,3968.0,1382.0,2418.0,3335.0,2954.0,1673.0,2533.0,6383.0,2055.0,4739.0,2282.0,3417.0,1633.0,8416.0,1417.0,3382.0,1106.0,3100.0,2585.0,0.0,6218.0,1034.0,65932.0,3101.0,1192.0,4379.0,7414.0,815.0,2016-03-03 14:54:06,768.0,1024.0,3.0,296.0,10,1,US,45.0028,-93.0826
3.0,1.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,3.0,4.0,4.0,7240.0,3840.0,5760.0,13192.0,2104.0,2072.0,3872.0,7792.0,3096.0,5320.0,3728.0,3784.0,2848.0,3384.0,5928.0,3936.0,2880.0,1792.0,2512.0,4384.0,3638.0,3544.0,2168.0,5600.0,3328.0,3968.0,3392.0,2184.0,3768.0,2448.0,4264.0,4680.0,3048.0,3184.0,4112.0,5384.0,3664.0,14072.0,3696.0,17328.0,3432.0,4520.0,2104.0,56896.0,2720.0,2480.0,5656.0,4304.0,4320.0,1808.0,2016-03-03 14:55:12,1920.0,1080.0,4.0,276.0,9,1,AU,-27.0,133.0
3.0,2.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,2030.0,2345.0,4912.0,3745.0,4000.0,7737.0,2584.0,3160.0,2944.0,2297.0,2841.0,11034.0,2800.0,2616.0,4593.0,3664.0,2288.0,4521.0,4280.0,3993.0,8142.0,1640.0,1976.0,2384.0,3545.0,2288.0,5009.0,2381.0,3881.0,3400.0,3080.0,3488.0,2848.0,7903.0,2776.0,2089.0,1520.0,2908.0,2177.0,3961.0,2736.0,2433.0,2576.0,2553.0,3336.0,3593.0,2001.0,4832.0,1992.0,3104.0,2016-03-03 14:55:13,1366.0,768.0,377.0,181.0,14,1,US,28.2158,-82.6596
3.0,1.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,19071.0,8833.0,5615.0,8281.0,8042.0,3915.0,13369.0,5421.0,8218.0,4935.0,12011.0,9790.0,7296.0,11234.0,7760.0,8217.0,5924.0,4052.0,3650.0,10260.0,11464.0,8514.0,21127.0,20255.0,33618.0,15967.0,3291.0,5724.0,4311.0,10762.0,10039.0,12107.0,5861.0,3286.0,7743.0,9331.0,3478.0,6450.0,5575.0,12420.0,4948.0,10402.0,6998.0,10449.0,8766.0,3371.0,8682.0,4606.0,5236.0,8645.0,2016-03-03 14:56:58,360.0,640.0,935.0,451.0,28,1,SE,55.7028,13.1927
3.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,5549.0,4743.0,2712.0,4209.0,1753.0,3767.0,6110.0,3249.0,3033.0,2100.0,1909.0,3412.0,2256.0,6078.0,2380.0,4809.0,2720.0,9054.0,2713.0,2434.0,2279.0,12228.0,2436.0,5172.0,4201.0,5729.0,5456.0,4139.0,3309.0,3745.0,4248.0,4682.0,3760.0,8536.0,3512.0,5862.0,3342.0,2558.0,1999.0,2317.0,2046.0,4132.0,2147.0,3248.0,7550.0,6663.0,3736.0,4247.0,2869.0,2366.0,2016-03-03 14:58:20,1366.0,768.0,7.0,205.0,7,2,US,38.0,-97.0
5.0,1.0,5.0,3.0,4.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,3.0,5.0,5.0,23835.0,3685.0,3930.0,5732.0,5347.0,5699.0,9309.0,4603.0,6460.0,4211.0,3645.0,3693.0,6037.0,5859.0,5071.0,3778.0,4624.0,3554.0,6449.0,4667.0,1614.0,3856.0,2757.0,6432.0,4965.0,2881.0,3920.0,3772.0,4023.0,5336.0,5820.0,9136.0,3584.0,3103.0,5773.0,4992.0,3950.0,6848.0,3548.0,3629.0,4345.0,13280.0,7173.0,88893.0,3602.0,4212.0,3822.0,3990.0,4064.0,2736.0,2016-03-03 14:58:50,1366.0,768.0,2.0,355.0,34,1,FR,43.3835,5.7057
2.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,1.0,4.0,2.0,4.0,3.0,5.0,4.0,16586.0,3769.0,3214.0,4565.0,1550.0,2619.0,4484.0,4337.0,3740.0,3837.0,2433.0,2517.0,1297.0,1782.0,2786.0,4502.0,2153.0,2002.0,4771.0,1532.0,3718.0,4440.0,1733.0,4684.0,5002.0,1947.0,3701.0,4102.0,3148.0,3435.0,7101.0,3431.0,2358.0,2870.0,3469.0,3335.0,1433.0,5467.0,2400.0,6971.0,2786.0,4857.0,2003.0,3603.0,6238.0,4439.0,2416.0,3970.0,3582.0,1770.0,2016-03-03 14:59:41,375.0,667.0,43.0,193.0,13,1,PL,52.2333,21.0167
1.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,1.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,4244.0,4800.0,2247.0,925.0,7842.0,3652.0,2949.0,4643.0,3651.0,1560.0,626.0,1587.0,1782.0,3251.0,2238.0,2138.0,1833.0,3635.0,3185.0,2784.0,2989.0,2850.0,3060.0,1283.0,6950.0,1369.0,1335.0,1248.0,4590.0,2084.0,7171.0,6972.0,4063.0,1779.0,3200.0,4766.0,2458.0,17109.0,956.0,15251.0,4183.0,2507.0,1028.0,7783.0,2397.0,2895.0,3448.0,2206.0,1879.0,1272.0,2016-03-03 15:01:43,1600.0,900.0,11.0,184.0,12,1,CL,-33.45,-70.6667
3.0,3.0,4.0,3.0,0.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,5.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,15187.0,4448.0,5035.0,3416.0,0.0,2932.0,3885.0,4234.0,3266.0,3133.0,2304.0,4753.0,2702.0,4584.0,3184.0,5138.0,3181.0,3237.0,2552.0,5717.0,1532.0,3378.0,4665.0,4002.0,6414.0,2864.0,4481.0,4035.0,3981.0,3785.0,2801.0,5106.0,965.0,3117.0,7936.0,5401.0,2853.0,4298.0,5588.0,3567.0,3367.0,4033.0,2384.0,4701.0,3369.0,2899.0,4801.0,4300.0,3349.0,1984.0,2016-03-03 15:02:02,375.0,667.0,9.0,200.0,10,1,US,38.0,-97.0
3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,0.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,5.0,3.0,8161.0,3279.0,8276.0,4309.0,7713.0,2736.0,3468.0,6157.0,2987.0,4087.0,4184.0,3218.0,2643.0,0.0,3032.0,5143.0,4824.0,3603.0,4163.0,1598.0,4166.0,5121.0,3638.0,6631.0,6042.0,15763.0,4662.0,7439.0,3624.0,4825.0,6265.0,7385.0,9526.0,2776.0,2640.0,5487.0,11800.0,3132.0,1661.0,4106.0,9269.0,13717.0,4594.0,1501.0,2352.0,3602.0,12775.0,1851.0,4603.0,3347.0,2016-03-03 15:03:20,1280.0,720.0,8.0,295.0,11,1,AU,-33.9167,151.2167
